x,y,category
0.033168,-0.016952,TR
0.01206,-0.023749,TR
-0.022228,-0.01038,TR
-0.011994,-0.010796,TR
-0.011952,-0.011454,TR
-0.005354,-0.002628,TR
-0.011079,-0.018185,TR
0.009136,-0.012826,TR
0.133434,0.028338,EN
0.007742,-0.014447,TR
-0.026648,-0.014907,TR
-0.011792,-0.007042,TR
0.02004,0.015077,CO
-0.015588,-0.016531,TC
0.124288,0.030382,EN
0.151264,0.030201,EN
0.154857,0.037585,EN
0.140113,0.043243,EN
0.150423,0.028685,EN
0.129402,0.025314,EN
-0.015776,0.007402,TR
0.063455,-0.010759,HI
-0.033197,0.014409,CO
-0.040207,0.02011,CO
-0.019326,-0.012211,TR
-0.050394,0.014986,CO
-0.03674,0.010116,CO
-0.036762,0.01545,CO
-0.050045,0.020298,CO
-0.009962,-0.017408,TR
-0.027898,-0.005158,TC
-0.023719,0.018322,CO
-0.032291,0.014312,CO
-0.046853,0.019805,CO
-0.03482,0.017284,CO
-0.021857,0.023041,CO
-0.036134,0.010125,CO
-0.004874,-0.014278,TR
0.007827,-0.021302,TR
-0.002698,0.000434,TC
0.00928,-0.00145,TR
-0.015415,-0.009346,CO
-0.040019,-0.000346,CO
0.007583,-0.018708,TR
-0.030279,0.015676,HI
-0.052756,0.014212,CO
-0.00806,-0.000831,TR
-0.01847,-0.000018,DI
-0.009347,-0.000923,EN
-0.032781,-0.000283,CO
-0.020435,0.011242,TC
0.008463,-0.007279,TC
-0.026261,-0.001489,TR
-0.037373,-0.008063,CO
-0.021914,0.008634,CO
-0.015467,-0.000361,TC
-0.027924,0.005347,TC
-0.016616,0.001692,TR
-0.031849,-0.005883,TC
-0.031975,0.023025,CO
-0.041857,0.014552,TC
0.008921,-0.004368,TR
0.013336,-0.010972,TR
-0.033597,0.021532,CO
-0.043956,0.016777,TR
-0.033244,0.029952,CO
-0.027669,0.030994,CO
-0.030539,0.003128,CO
-0.027362,0.010334,TC
-0.024399,0.00759,TC
-0.015978,-0.000186,TR
-0.003063,0.002547,TR
-0.006774,0.012261,CO
0.009516,-0.001232,TR
0.004192,0.019325,CO
0.009182,-0.020394,TR
-0.03255,-0.002747,TR
-0.029457,0.00877,CO
-0.032858,0.00103,CO
-0.016356,-0.000396,CO
-0.007658,-0.021663,TC
0.017752,-0.014296,TR
-0.022757,0.005471,CO
-0.000753,-0.003471,TR
-0.025078,0.00089,TC
0.01978,-0.019236,TR
0.029484,-0.003703,TC
0.093594,0.03678,EN
-0.032988,0.014839,CO
0.121032,0.025623,EN
0.139978,0.020742,EN
0.137192,0.038552,EN
0.097126,0.018497,EN
0.124773,0.029003,EN
-0.028784,0.00973,CO
-0.035759,0.028028,CO
0.137801,0.032108,EN
0.131194,0.040776,EN
0.154782,0.044915,EN
0.033719,-0.022817,IN
-0.018335,0.004096,TC
0.047087,0.005855,TC
-0.057169,0.009689,CO
-0.058792,0.012957,CO
-0.058649,0.004767,CO
-0.052148,0.010019,CO
-0.057938,0.001341,CO
-0.058082,0.007962,CO
-0.019085,0.000647,TR
-0.046827,0.000406,TR
-0.022837,0.022645,CO
-0.043614,0.020744,CO
-0.037201,0.018595,CO
-0.009402,0.007175,TR
-0.00656,0.000757,TR
-0.019651,-0.018709,TC
0.012391,-0.011046,TR
-0.018059,0.002596,TR
-0.012466,-0.000001,TC
-0.018407,0.028288,CO
-0.023306,0.014597,CO
-0.032635,0.014237,CO
-0.036715,0.010321,CO
-0.026591,0.021788,CO
-0.03696,0.017626,CO
-0.051572,0.028536,CO
-0.04719,0.024519,CO
-0.031171,0.021159,CO
-0.02505,-0.016912,TR
0.052003,-0.001362,TC
0.010837,-0.027395,TR
-0.009517,-0.011619,HI
-0.033323,0.023738,CO
0.089996,-0.004703,EN
0.018498,-0.010461,TR
-0.034175,0.002017,CO
-0.0055,-0.017379,CO
-0.011909,0.000499,CO
-0.020922,-0.02215,HI
0.033173,0.008055,CO
-0.024155,-0.000299,CO
-0.013002,-0.008163,TR
0.00576,-0.020334,TR
-0.009288,-0.003152,TC
-0.037206,0.023323,CO
-0.040054,0.020727,CO
-0.044518,0.01972,CO
-0.037288,0.021584,CO
-0.035038,0.026452,CO
-0.00323,-0.014553,TR
-0.027566,-0.000971,TR
-0.042653,0.017062,CO
0.019069,0.022941,DI
-0.045978,0.012623,CO
0.002575,0.017931,CO
0.013594,-0.010076,MA
0.076695,0.009274,MA
0.053506,0.002614,MA
0.010151,0.024796,MA
0.02204,0.022605,MA
0.034779,0.027408,MA
0.030167,0.011501,MA
0.034641,0.000019,MA
0.064557,0.025945,MA
0.070601,0.011582,MA
0.050161,0.018849,EN
0.045994,0.017498,MA
0.111822,0.025659,MA
0.118524,0.019426,MA
0.084986,0.012564,EN
0.053843,0.030691,EN
-0.013569,0.026042,CO
0.007303,0.018386,CO
-0.02596,0.018918,CO
0.06316,-0.00779,HI
0.004653,0.026766,CO
-0.014196,0.017632,CO
0.026606,0.002386,TC
0.007207,-0.041416,IN
0.084254,0.00969,EN
0.035851,-0.04413,TR
0.075229,0.008319,MA
-0.042713,-0.020634,TC
0.038405,-0.02008,TC
0.015715,0.006461,DI
0.00246,0.005287,TR
-0.047607,0.011778,CO
-0.022179,0.010353,CO
-0.022693,0.013195,CO
-0.035705,0.015979,CO
-0.029089,0.011455,CO
-0.030239,0.00391,CO
-0.017691,0.001364,TC
-0.027095,0.014758,CO
-0.042507,0.00572,CO
-0.015396,0.001119,TC
0.116528,0.01954,EN
0.027608,0.009535,DI
0.013181,-0.001305,TC
-0.029833,0.011369,CO
-0.005393,0.019615,HI
-0.000601,-0.032767,DI
0.018053,-0.027181,DI
0.024999,-0.001007,DI
0.101604,0.000892,TR
0.041822,-0.031164,HI
-0.023208,-0.01553,TC
-0.02718,0.022406,DI
0.016186,-0.015265,TR
0.020812,-0.016602,TR
-0.003523,-0.018173,TR
-0.027385,0.031487,IN
-0.030256,-0.009743,CO
-0.020689,0.002282,TC
0.02407,-0.004667,MA
-0.009531,-0.014708,MA
0.023385,-0.023754,EN
-0.041241,0.025133,CO
-0.025565,-0.004218,CO
-0.010346,-0.026729,DI
-0.005018,-0.024865,CO
-0.039309,-0.001773,CO
0.0709,-0.016157,EN
0.045076,-0.022829,IN
0.033473,-0.020629,IN
0.039301,-0.005889,IN
0.00854,0.008275,IN
0.04065,-0.022231,IN
-0.050733,0.01767,DI
0.130761,0.049623,EN
0.063577,-0.007158,DI
0.074205,-0.007989,DI
0.007766,-0.016165,DI
0.00369,-0.013014,TC
0.061207,-0.00813,TR
-0.006372,0.003582,CO
0.005733,0.001546,DI
0.00631,0.001324,CO
-0.021,0.001805,DI
0.002484,-0.00845,MA
-0.011206,-0.006627,TR
0.018493,-0.001699,CO
-0.020692,-0.000931,TC
0.000405,-0.001706,TR
0.148327,0.033519,EN
0.122852,0.03891,EN
-0.000319,0.005466,DI
0.087977,0.020069,EN
-0.031809,0.008834,CO
-0.030673,0.010888,CO
-0.042361,0.008322,CO
-0.027536,0.010045,CO
-0.030346,0.003079,CO
-0.033123,-0.005287,CO
0.071557,0.027754,MA
0.017773,-0.008538,TR
0.029893,-0.027305,TR
